----------------------------------------------------------
initial solve
optimisation finished successfully after 135 iterations, 243 evaluations
optimisation finished successfully after 74 iterations, 178 evaluations
optimisation finished successfully after 99 iterations, 210 evaluations
optimisation finished successfully after 44 iterations, 148 evaluations
optimisation finished successfully after 82 iterations, 191 evaluations
optimisation finished successfully after 44 iterations, 149 evaluations
optimisation finished successfully after 75 iterations, 181 evaluations
optimisation finished successfully after 91 iterations, 184 evaluations
optimisation finished successfully after 79 iterations, 184 evaluations
optimisation finished successfully after 91 iterations, 197 evaluations
optimisation finished successfully after 108 iterations, 205 evaluations
optimisation finished successfully after 89 iterations, 187 evaluations
optimisation finished successfully after 97 iterations, 217 evaluations
optimisation finished successfully after 131 iterations, 249 evaluations
optimisation finished successfully after 112 iterations, 216 evaluations
optimisation finished successfully after 136 iterations, 249 evaluations
optimisation finished successfully after 138 iterations, 256 evaluations
optimisation finished successfully after 139 iterations, 252 evaluations
optimisation finished successfully after 116 iterations, 210 evaluations
optimisation finished successfully after 105 iterations, 212 evaluations
optimisation finished successfully after 89 iterations, 199 evaluations
optimisation finished successfully after 95 iterations, 201 evaluations
optimisation finished successfully after 68 iterations, 174 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 311 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 592 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 303 iterations, 2000 evaluations
optimisation finished successfully after 431 iterations, 684 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 279 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 360 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 325 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 655 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 313 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 340 iterations, 2000 evaluations
optimisation failed with message Maximum number of function evaluations has been exceeded. after 323 iterations, 2000 evaluations
optimisation finished successfully after 197 iterations, 325 evaluations
optimisation finished successfully after 462 iterations, 691 evaluations
optimisation finished successfully after 263 iterations, 409 evaluations
optimisation finished successfully after 241 iterations, 377 evaluations
optimisation finished successfully after 221 iterations, 347 evaluations
optimisation finished successfully after 227 iterations, 363 evaluations
